transaction_id,account_number,amount,currency,transaction_type,status,transaction_date,description
TXN-11973,ACC-068,-369.02,EUR,DEBIT,COMPLETED,2025-04-10T18:52:00,Restaurant
TXN-11974,ACC-016,-53.33,EUR,DEBIT,COMPLETED,2025-04-10T19:41:00,Online purchase
TXN-11975,ACC-018,-390.43,EUR,DEBIT,PENDING,2025-04-10T19:50:00,Utility bill
TXN-11976,ACC-050,-182.93,EUR,DEBIT,COMPLETED,2025-04-10T20:22:00,Coffee shop
TXN-11977,ACC-031,-78.86,EUR,DEBIT,COMPLETED,2025-04-10T20:45:00,Restaurant
TXN-11978,ACC-071,1097.68,EUR,CREDIT,COMPLETED,2025-04-10T22:00:00,Freelance income
TXN-11979,ACC-014,-204.48,EUR,DEBIT,COMPLETED,2025-04-10T22:35:00,Utility bill
TXN-11980,ACC-052,-103.33,EUR,DEBIT,COMPLETED,2025-04-11T00:22:00,Coffee shop
TXN-11981,ACC-070,-398.8,EUR,DEBIT,COMPLETED,2025-04-11T02:20:00,Utility bill
TXN-11982,ACC-052,1951.02,EUR,CREDIT,COMPLETED,2025-04-11T03:31:00,Salary payment
TXN-11983,ACC-060,2304.52,USD,CREDIT,COMPLETED,2025-04-11T04:41:00,Freelance income
TXN-11984,ACC-005,-214.34,EUR,DEBIT,PENDING,2025-04-11T05:33:00,Streaming subscription
TXN-11985,ACC-094,-293.21,EUR,DEBIT,COMPLETED,2025-04-11T06:33:00,Utility bill
TXN-11986,ACC-088,-91.96,EUR,DEBIT,COMPLETED,2025-04-11T08:15:00,Pharmacy
TXN-11987,ACC-035,4193.23,EUR,CREDIT,COMPLETED,2025-04-11T09:08:00,Refund
TXN-11988,ACC-024,1373.04,EUR,CREDIT,COMPLETED,2025-04-11T10:33:00,Bonus
TXN-11989,ACC-049,-356.88,EUR,DEBIT,COMPLETED,2025-04-11T11:12:00,Streaming subscription
TXN-11990,ACC-046,1935.67,EUR,CREDIT,COMPLETED,2025-04-11T12:18:00,Refund
TXN-11991,ACC-001,-116.31,EUR,DEBIT,COMPLETED,2025-04-11T14:02:00,Gas station
TXN-11992,ACC-043,3514.14,EUR,CREDIT,COMPLETED,2025-04-11T15:48:00,Gift
TXN-11993,ACC-071,1726.61,EUR,CREDIT,COMPLETED,2025-04-11T17:32:00,Invoice payment
TXN-11994,ACC-044,2470.7,EUR,CREDIT,PENDING,2025-04-11T18:03:00,Dividend
TXN-11995,ACC-034,-391.61,EUR,DEBIT,COMPLETED,2025-04-11T18:21:00,Coffee shop
TXN-11996,ACC-016,-48.59,EUR,DEBIT,COMPLETED,2025-04-11T19:37:00,Online purchase
TXN-11997,ACC-093,-137.18,EUR,DEBIT,COMPLETED,2025-04-11T20:45:00,Utility bill
TXN-11998,ACC-023,1668.91,EUR,CREDIT,COMPLETED,2025-04-11T21:29:00,Invoice payment
TXN-11999,ACC-058,-281.21,EUR,DEBIT,COMPLETED,2025-04-11T22:03:00,Rent
TXN-12000,ACC-062,-17.87,USD,DEBIT,COMPLETED,2025-04-11T22:12:00,Restaurant
TXN-12001,ACC-013,-195.7,EUR,DEBIT,COMPLETED,2025-04-11T22:52:00,Gym membership
TXN-12002,ACC-022,-48.05,EUR,DEBIT,COMPLETED,2025-04-12T00:04:00,Rent
TXN-12003,ACC-014,-122.29,EUR,DEBIT,PENDING,2025-04-12T00:37:00,Gas station
TXN-12004,ACC-093,3692.74,EUR,CREDIT,COMPLETED,2025-04-12T02:02:00,Bonus
TXN-12005,ACC-005,321.27,EUR,CREDIT,COMPLETED,2025-04-12T03:10:00,Freelance income
TXN-12006,ACC-077,1489.58,EUR,CREDIT,COMPLETED,2025-04-12T03:54:00,Bonus
TXN-12007,ACC-028,-362.4,EUR,DEBIT,FAILED,2025-04-12T04:28:00,Pharmacy
TXN-12008,ACC-097,-78.36,EUR,DEBIT,COMPLETED,2025-04-12T05:19:00,Gas station
TXN-12009,ACC-063,-314.23,EUR,DEBIT,COMPLETED,2025-04-12T06:35:00,Utility bill
TXN-12010,ACC-035,-61.87,EUR,DEBIT,COMPLETED,2025-04-12T07:16:00,Online purchase
TXN-12011,ACC-096,-119.42,EUR,DEBIT,COMPLETED,2025-04-12T08:04:00,Pharmacy
TXN-12012,ACC-028,-260.47,EUR,DEBIT,COMPLETED,2025-04-12T09:02:00,Grocery store
TXN-12013,ACC-022,-184.61,EUR,DEBIT,COMPLETED,2025-04-12T09:50:00,Gym membership
TXN-12014,ACC-079,-279.97,EUR,DEBIT,PENDING,2025-04-12T10:48:00,Online purchase
TXN-12015,ACC-099,1618.41,USD,CREDIT,COMPLETED,2025-04-12T11:50:00,Salary payment
TXN-12016,ACC-005,2544.91,EUR,CREDIT,COMPLETED,2025-04-12T13:19:00,Dividend
TXN-12017,ACC-021,-165.37,EUR,DEBIT,COMPLETED,2025-04-12T14:52:00,Pharmacy
TXN-12018,ACC-055,-210.71,EUR,DEBIT,PENDING,2025-04-12T16:25:00,Utility bill
TXN-12019,ACC-045,-231.84,EUR,DEBIT,COMPLETED,2025-04-12T16:39:00,Coffee shop
TXN-12020,ACC-055,1941.04,EUR,CREDIT,COMPLETED,2025-04-12T18:10:00,Gift
TXN-12021,ACC-053,-379.44,EUR,DEBIT,COMPLETED,2025-04-12T19:50:00,Streaming subscription
TXN-12022,ACC-039,-33.26,EUR,DEBIT,COMPLETED,2025-04-12T21:31:00,Online purchase
TXN-12023,ACC-007,-460.86,EUR,DEBIT,COMPLETED,2025-04-12T22:28:00,Pharmacy
TXN-12024,ACC-076,-250.5,EUR,DEBIT,COMPLETED,2025-04-12T23:39:00,Coffee shop
TXN-12025,ACC-034,-397.75,EUR,DEBIT,COMPLETED,2025-04-13T00:15:00,Gas station
TXN-12026,ACC-057,2947.82,EUR,CREDIT,PENDING,2025-04-13T00:27:00,Bonus
TXN-12027,ACC-052,351.19,EUR,CREDIT,PENDING,2025-04-13T02:16:00,Gift
TXN-12028,ACC-014,674.38,EUR,CREDIT,COMPLETED,2025-04-13T04:04:00,Bonus
TXN-12029,ACC-038,819.98,EUR,CREDIT,COMPLETED,2025-04-13T05:04:00,Invoice payment
TXN-12030,ACC-045,-458.02,EUR,DEBIT,PENDING,2025-04-13T06:32:00,Online purchase
TXN-12031,ACC-016,1766.86,EUR,CREDIT,COMPLETED,2025-04-13T06:47:00,Freelance income
TXN-12032,ACC-094,-437.5,EUR,DEBIT,COMPLETED,2025-04-13T08:28:00,Restaurant
TXN-12033,ACC-091,1975.61,EUR,CREDIT,COMPLETED,2025-04-13T09:07:00,Refund
TXN-12034,ACC-011,-471.97,EUR,DEBIT,COMPLETED,2025-04-13T10:50:00,Streaming subscription
TXN-12035,ACC-051,-277.06,EUR,DEBIT,COMPLETED,2025-04-13T11:13:00,Pharmacy
TXN-12036,ACC-006,-201.86,USD,DEBIT,PENDING,2025-04-13T11:40:00,Online purchase
TXN-12037,ACC-071,3261.05,USD,CREDIT,COMPLETED,2025-04-13T12:26:00,Bonus
TXN-12038,ACC-079,4070.46,EUR,CREDIT,COMPLETED,2025-04-13T13:48:00,Invoice payment
TXN-12039,ACC-019,-237.85,USD,DEBIT,COMPLETED,2025-04-13T15:16:00,Streaming subscription
TXN-12040,ACC-025,-102.15,EUR,DEBIT,COMPLETED,2025-04-13T15:38:00,Coffee shop
TXN-12041,ACC-048,-204.92,EUR,DEBIT,COMPLETED,2025-04-13T17:31:00,Streaming subscription
TXN-12042,ACC-001,-287.78,EUR,DEBIT,COMPLETED,2025-04-13T17:52:00,Rent
TXN-12043,ACC-016,3470.33,EUR,CREDIT,COMPLETED,2025-04-13T18:13:00,Invoice payment
TXN-12044,ACC-025,-147.05,EUR,DEBIT,COMPLETED,2025-04-13T19:11:00,Utility bill
TXN-12045,ACC-078,-371.9,EUR,DEBIT,COMPLETED,2025-04-13T19:38:00,Grocery store
TXN-12046,ACC-088,1363.99,EUR,CREDIT,COMPLETED,2025-04-13T19:50:00,Refund
TXN-12047,ACC-063,460.03,EUR,CREDIT,PENDING,2025-04-13T20:32:00,Dividend
TXN-12048,ACC-053,-43.58,EUR,DEBIT,COMPLETED,2025-04-13T21:04:00,Gas station
TXN-12049,ACC-048,-148.98,EUR,DEBIT,COMPLETED,2025-04-13T21:37:00,Pharmacy
TXN-12050,ACC-030,3760.31,EUR,CREDIT,PENDING,2025-04-13T23:15:00,Refund
TXN-12051,ACC-075,-82.87,EUR,DEBIT,COMPLETED,2025-04-13T23:55:00,Online purchase
TXN-12052,ACC-089,-250.37,EUR,DEBIT,PENDING,2025-04-14T01:42:00,Online purchase
TXN-12053,ACC-042,3481.05,EUR,CREDIT,COMPLETED,2025-04-14T02:53:00,Gift
TXN-12054,ACC-079,-335.24,USD,DEBIT,COMPLETED,2025-04-14T04:07:00,Utility bill
TXN-12055,ACC-003,-388.2,EUR,DEBIT,COMPLETED,2025-04-14T05:12:00,Rent
TXN-12056,ACC-023,-121.17,EUR,DEBIT,COMPLETED,2025-04-14T06:17:00,Restaurant
TXN-12057,ACC-008,-423.16,EUR,DEBIT,COMPLETED,2025-04-14T07:39:00,Gym membership
TXN-12058,ACC-087,-251.25,EUR,DEBIT,COMPLETED,2025-04-14T09:11:00,Streaming subscription
TXN-12059,ACC-097,-147.52,EUR,DEBIT,PENDING,2025-04-14T09:41:00,Coffee shop
TXN-12060,ACC-054,-60.19,EUR,DEBIT,COMPLETED,2025-04-14T11:01:00,Grocery store
TXN-12061,ACC-077,-174.74,EUR,DEBIT,COMPLETED,2025-04-14T12:15:00,Grocery store
TXN-12062,ACC-021,-472.18,EUR,DEBIT,FAILED,2025-04-14T12:43:00,Pharmacy
TXN-12063,ACC-035,-220.9,EUR,DEBIT,COMPLETED,2025-04-14T13:55:00,Utility bill
TXN-12064,ACC-067,767.72,EUR,CREDIT,COMPLETED,2025-04-14T15:32:00,Refund
TXN-12065,ACC-017,2912.69,EUR,CREDIT,FAILED,2025-04-14T16:10:00,Salary payment
TXN-12066,ACC-085,3160.51,EUR,CREDIT,COMPLETED,2025-04-14T17:21:00,Invoice payment
TXN-12067,ACC-017,3974.23,EUR,CREDIT,COMPLETED,2025-04-14T17:43:00,Freelance income
TXN-12068,ACC-019,-177.25,EUR,DEBIT,PENDING,2025-04-14T19:17:00,Utility bill
TXN-12069,ACC-063,-435.73,EUR,DEBIT,COMPLETED,2025-04-14T20:18:00,Pharmacy
TXN-12070,ACC-087,-365.6,EUR,DEBIT,COMPLETED,2025-04-14T21:26:00,Grocery store
TXN-12071,ACC-100,-470.16,EUR,DEBIT,COMPLETED,2025-04-14T22:48:00,Coffee shop
TXN-12072,ACC-071,-426.57,EUR,DEBIT,COMPLETED,2025-04-14T23:32:00,Streaming subscription
TXN-12073,ACC-064,-298.39,EUR,DEBIT,COMPLETED,2025-04-15T00:10:00,Restaurant
TXN-12074,ACC-033,-64.37,EUR,DEBIT,COMPLETED,2025-04-15T01:49:00,Restaurant
TXN-12075,ACC-027,-469.3,EUR,DEBIT,COMPLETED,2025-04-15T02:51:00,Coffee shop
TXN-12076,ACC-027,-363.23,EUR,DEBIT,PENDING,2025-04-15T03:11:00,Rent
TXN-12077,ACC-027,2735.63,EUR,CREDIT,COMPLETED,2025-04-15T04:05:00,Gift
TXN-12078,ACC-017,1325.57,EUR,CREDIT,PENDING,2025-04-15T04:49:00,Invoice payment
TXN-12079,ACC-031,-469.78,EUR,DEBIT,COMPLETED,2025-04-15T05:12:00,Online purchase
TXN-12080,ACC-078,-347.1,EUR,DEBIT,COMPLETED,2025-04-15T05:24:00,Streaming subscription
TXN-12081,ACC-022,-17.54,EUR,DEBIT,COMPLETED,2025-04-15T06:20:00,Rent
TXN-12082,ACC-057,-51.11,EUR,DEBIT,COMPLETED,2025-04-15T07:55:00,Coffee shop
TXN-12083,ACC-012,-245.05,USD,DEBIT,COMPLETED,2025-04-15T08:01:00,Grocery store
TXN-12084,ACC-018,-197.54,EUR,DEBIT,COMPLETED,2025-04-15T09:09:00,Grocery store
TXN-12085,ACC-088,-97.32,EUR,DEBIT,COMPLETED,2025-04-15T10:29:00,Gym membership
TXN-12086,ACC-031,-250.04,EUR,DEBIT,COMPLETED,2025-04-15T10:40:00,Grocery store
TXN-12087,ACC-023,-398.0,EUR,DEBIT,COMPLETED,2025-04-15T12:07:00,Online purchase
TXN-12088,ACC-013,-380.1,EUR,DEBIT,COMPLETED,2025-04-15T13:02:00,Restaurant
TXN-12089,ACC-036,-314.06,EUR,DEBIT,COMPLETED,2025-04-15T14:57:00,Utility bill
TXN-12090,ACC-008,-54.29,EUR,DEBIT,COMPLETED,2025-04-15T15:37:00,Grocery store
TXN-12091,ACC-006,-494.74,EUR,DEBIT,PENDING,2025-04-15T17:09:00,Rent
TXN-12092,ACC-069,2423.38,EUR,CREDIT,COMPLETED,2025-04-15T18:49:00,Bonus
TXN-12093,ACC-084,-300.53,EUR,DEBIT,COMPLETED,2025-04-15T20:29:00,Utility bill
TXN-12094,ACC-094,-449.49,EUR,DEBIT,COMPLETED,2025-04-15T22:08:00,Gas station
TXN-12095,ACC-075,-385.79,EUR,DEBIT,COMPLETED,2025-04-15T22:56:00,Online purchase
TXN-12096,ACC-027,2241.04,EUR,CREDIT,COMPLETED,2025-04-16T00:53:00,Refund
TXN-12097,ACC-027,-115.5,EUR,DEBIT,COMPLETED,2025-04-16T01:38:00,Utility bill
TXN-12098,ACC-062,-154.7,EUR,DEBIT,PENDING,2025-04-16T02:35:00,Pharmacy
TXN-12099,ACC-050,-230.21,EUR,DEBIT,COMPLETED,2025-04-16T04:05:00,Gym membership
TXN-12100,ACC-096,1371.06,EUR,CREDIT,COMPLETED,2025-04-16T05:26:00,Gift
TXN-12101,ACC-010,-87.39,EUR,DEBIT,COMPLETED,2025-04-16T06:52:00,Online purchase
TXN-12102,ACC-066,1876.46,EUR,CREDIT,COMPLETED,2025-04-16T08:18:00,Invoice payment
TXN-12103,ACC-093,439.82,EUR,CREDIT,COMPLETED,2025-04-16T10:05:00,Refund
TXN-12104,ACC-050,2955.07,EUR,CREDIT,COMPLETED,2025-04-16T11:25:00,Refund
TXN-12105,ACC-009,3016.3,USD,CREDIT,COMPLETED,2025-04-16T12:05:00,Salary payment
TXN-12106,ACC-031,1634.43,EUR,CREDIT,COMPLETED,2025-04-16T13:14:00,Salary payment
TXN-12107,ACC-082,-114.68,EUR,DEBIT,COMPLETED,2025-04-16T13:20:00,Grocery store
TXN-12108,ACC-079,51.94,EUR,CREDIT,COMPLETED,2025-04-16T15:08:00,Freelance income
TXN-12109,ACC-096,2664.01,USD,CREDIT,FAILED,2025-04-16T16:04:00,Refund
TXN-12110,ACC-008,-309.79,EUR,DEBIT,COMPLETED,2025-04-16T16:11:00,Restaurant
TXN-12111,ACC-060,-202.9,USD,DEBIT,COMPLETED,2025-04-16T16:16:00,Streaming subscription
TXN-12112,ACC-005,1275.82,EUR,CREDIT,COMPLETED,2025-04-16T17:38:00,Salary payment
TXN-12113,ACC-027,1819.73,EUR,CREDIT,COMPLETED,2025-04-16T18:24:00,Salary payment
TXN-12114,ACC-067,-261.6,USD,DEBIT,COMPLETED,2025-04-16T18:55:00,Streaming subscription
TXN-12115,ACC-083,2320.12,EUR,CREDIT,COMPLETED,2025-04-16T19:36:00,Bonus
TXN-12116,ACC-016,-392.22,EUR,DEBIT,COMPLETED,2025-04-16T20:05:00,Restaurant
TXN-12117,ACC-051,-381.49,EUR,DEBIT,COMPLETED,2025-04-16T21:22:00,Streaming subscription
TXN-12118,ACC-089,482.16,EUR,CREDIT,FAILED,2025-04-16T21:44:00,Salary payment
TXN-12119,ACC-034,-91.33,USD,DEBIT,COMPLETED,2025-04-16T23:36:00,Grocery store
TXN-12120,ACC-004,-216.77,EUR,DEBIT,COMPLETED,2025-04-17T00:11:00,Gym membership
TXN-12121,ACC-014,-349.05,EUR,DEBIT,COMPLETED,2025-04-17T01:34:00,Utility bill
TXN-12122,ACC-097,4006.88,EUR,CREDIT,COMPLETED,2025-04-17T03:03:00,Refund
TXN-12123,ACC-059,443.91,EUR,CREDIT,COMPLETED,2025-04-17T04:09:00,Dividend
TXN-12124,ACC-095,-200.85,EUR,DEBIT,COMPLETED,2025-04-17T05:49:00,Rent
TXN-12125,ACC-083,3885.75,EUR,CREDIT,COMPLETED,2025-04-17T06:47:00,Salary payment
TXN-12126,ACC-092,-294.72,EUR,DEBIT,COMPLETED,2025-04-17T07:36:00,Gas station
TXN-12127,ACC-021,-353.34,EUR,DEBIT,COMPLETED,2025-04-17T08:20:00,Online purchase
TXN-12128,ACC-068,-268.0,EUR,DEBIT,COMPLETED,2025-04-17T08:36:00,Gas station
TXN-12129,ACC-025,-457.84,EUR,DEBIT,COMPLETED,2025-04-17T10:22:00,Gas station
TXN-12130,ACC-051,-428.73,EUR,DEBIT,COMPLETED,2025-04-17T11:19:00,Online purchase
TXN-12131,ACC-088,-47.32,EUR,DEBIT,COMPLETED,2025-04-17T11:53:00,Restaurant
TXN-12132,ACC-086,-244.65,EUR,DEBIT,COMPLETED,2025-04-17T12:43:00,Pharmacy
TXN-12133,ACC-044,-52.9,EUR,DEBIT,COMPLETED,2025-04-17T14:38:00,Pharmacy
TXN-12134,ACC-019,-59.9,EUR,DEBIT,COMPLETED,2025-04-17T15:27:00,Rent
TXN-12135,ACC-065,-338.35,EUR,DEBIT,COMPLETED,2025-04-17T16:12:00,Gas station
TXN-12136,ACC-022,1065.87,EUR,CREDIT,PENDING,2025-04-17T18:02:00,Dividend
TXN-12137,ACC-047,-326.7,EUR,DEBIT,PENDING,2025-04-17T18:17:00,Coffee shop
TXN-12138,ACC-066,-451.85,EUR,DEBIT,COMPLETED,2025-04-17T19:04:00,Streaming subscription
TXN-12139,ACC-032,-394.27,EUR,DEBIT,COMPLETED,2025-04-17T19:20:00,Utility bill
TXN-12140,ACC-012,-255.88,EUR,DEBIT,PENDING,2025-04-17T19:56:00,Gas station
TXN-12141,ACC-032,410.11,USD,CREDIT,COMPLETED,2025-04-17T20:15:00,Dividend
TXN-12142,ACC-026,-226.63,USD,DEBIT,COMPLETED,2025-04-17T21:47:00,Gas station
TXN-12143,ACC-021,-56.84,EUR,DEBIT,FAILED,2025-04-17T22:17:00,Coffee shop
TXN-12144,ACC-040,3629.42,EUR,CREDIT,COMPLETED,2025-04-17T23:58:00,Salary payment
TXN-12145,ACC-094,-178.63,EUR,DEBIT,COMPLETED,2025-04-18T01:31:00,Gym membership
TXN-12146,ACC-041,-126.05,EUR,DEBIT,COMPLETED,2025-04-18T03:22:00,Streaming subscription
TXN-12147,ACC-019,-301.23,USD,DEBIT,COMPLETED,2025-04-18T03:28:00,Utility bill
TXN-12148,ACC-071,-33.0,EUR,DEBIT,COMPLETED,2025-04-18T04:22:00,Restaurant
TXN-12149,ACC-085,-436.9,EUR,DEBIT,PENDING,2025-04-18T05:27:00,Coffee shop
TXN-12150,ACC-072,-317.64,EUR,DEBIT,COMPLETED,2025-04-18T07:09:00,Gas station
TXN-12151,ACC-011,-80.38,EUR,DEBIT,COMPLETED,2025-04-18T08:06:00,Pharmacy
TXN-12152,ACC-053,2755.76,EUR,CREDIT,COMPLETED,2025-04-18T08:28:00,Gift
TXN-12153,ACC-064,3770.02,EUR,CREDIT,COMPLETED,2025-04-18T08:34:00,Salary payment
TXN-12154,ACC-007,1634.72,EUR,CREDIT,COMPLETED,2025-04-18T09:36:00,Freelance income
TXN-12155,ACC-085,-277.36,EUR,DEBIT,COMPLETED,2025-04-18T11:33:00,Rent
TXN-12156,ACC-094,3393.7,EUR,CREDIT,COMPLETED,2025-04-18T11:59:00,Bonus
TXN-12157,ACC-038,-224.93,USD,DEBIT,PENDING,2025-04-18T12:39:00,Rent
TXN-12158,ACC-067,3706.35,EUR,CREDIT,COMPLETED,2025-04-18T13:13:00,Refund
TXN-12159,ACC-020,-250.72,EUR,DEBIT,COMPLETED,2025-04-18T15:06:00,Grocery store
TXN-12160,ACC-099,694.03,EUR,CREDIT,COMPLETED,2025-04-18T15:50:00,Dividend
TXN-12161,ACC-037,-310.15,EUR,DEBIT,COMPLETED,2025-04-18T17:07:00,Grocery store
TXN-12162,ACC-087,2878.16,EUR,CREDIT,COMPLETED,2025-04-18T18:30:00,Salary payment
TXN-12163,ACC-053,-361.48,EUR,DEBIT,COMPLETED,2025-04-18T18:58:00,Utility bill
TXN-12164,ACC-021,-299.05,EUR,DEBIT,COMPLETED,2025-04-18T20:42:00,Online purchase
TXN-12165,ACC-100,2464.01,USD,CREDIT,COMPLETED,2025-04-18T22:18:00,Gift
TXN-12166,ACC-010,2371.74,EUR,CREDIT,COMPLETED,2025-04-18T23:46:00,Freelance income
TXN-12167,ACC-001,2532.0,EUR,CREDIT,COMPLETED,2025-04-19T01:39:00,Gift
TXN-12168,ACC-097,-309.09,EUR,DEBIT,COMPLETED,2025-04-19T02:20:00,Gym membership
TXN-12169,ACC-097,1877.27,EUR,CREDIT,PENDING,2025-04-19T03:05:00,Gift
TXN-12170,ACC-072,-435.75,USD,DEBIT,COMPLETED,2025-04-19T03:48:00,Pharmacy
TXN-12171,ACC-086,404.85,EUR,CREDIT,COMPLETED,2025-04-19T05:23:00,Dividend
TXN-12172,ACC-065,-166.88,EUR,DEBIT,COMPLETED,2025-04-19T05:49:00,Gym membership
TXN-12173,ACC-047,-66.14,EUR,DEBIT,COMPLETED,2025-04-19T07:10:00,Grocery store
TXN-12174,ACC-057,-355.38,EUR,DEBIT,COMPLETED,2025-04-19T09:04:00,Coffee shop
TXN-12175,ACC-011,-480.98,EUR,DEBIT,COMPLETED,2025-04-19T09:37:00,Pharmacy
TXN-12176,ACC-091,-280.53,EUR,DEBIT,COMPLETED,2025-04-19T09:57:00,Pharmacy
TXN-12177,ACC-075,-63.52,EUR,DEBIT,COMPLETED,2025-04-19T10:53:00,Grocery store
TXN-12178,ACC-098,242.37,EUR,CREDIT,COMPLETED,2025-04-19T12:49:00,Bonus
TXN-12179,ACC-003,-61.11,EUR,DEBIT,COMPLETED,2025-04-19T13:02:00,Online purchase
TXN-12180,ACC-011,-76.5,EUR,DEBIT,COMPLETED,2025-04-19T14:58:00,Gas station
TXN-12181,ACC-081,-223.38,EUR,DEBIT,COMPLETED,2025-04-19T16:42:00,Pharmacy
TXN-12182,ACC-032,-471.55,EUR,DEBIT,COMPLETED,2025-04-19T16:59:00,Restaurant
TXN-12183,ACC-032,-226.8,EUR,DEBIT,COMPLETED,2025-04-19T17:04:00,Utility bill
TXN-12184,ACC-052,397.02,EUR,CREDIT,COMPLETED,2025-04-19T17:36:00,Bonus
TXN-12185,ACC-099,-397.69,EUR,DEBIT,COMPLETED,2025-04-19T17:51:00,Rent
TXN-12186,ACC-056,-7.68,EUR,DEBIT,COMPLETED,2025-04-19T19:11:00,Streaming subscription
TXN-12187,ACC-079,-314.33,USD,DEBIT,COMPLETED,2025-04-19T19:20:00,Gym membership
TXN-12188,ACC-057,-66.05,EUR,DEBIT,COMPLETED,2025-04-19T20:52:00,Streaming subscription
TXN-12189,ACC-057,4045.17,EUR,CREDIT,PENDING,2025-04-19T21:45:00,Freelance income
TXN-12190,ACC-084,-330.72,EUR,DEBIT,COMPLETED,2025-04-19T22:13:00,Coffee shop
TXN-12191,ACC-024,2527.49,EUR,CREDIT,COMPLETED,2025-04-19T23:50:00,Bonus
TXN-12192,ACC-048,-253.07,EUR,DEBIT,COMPLETED,2025-04-20T01:18:00,Streaming subscription
TXN-12193,ACC-007,-278.15,EUR,DEBIT,COMPLETED,2025-04-20T03:11:00,Streaming subscription
TXN-12194,ACC-004,-109.42,EUR,DEBIT,COMPLETED,2025-04-20T04:58:00,Pharmacy
TXN-12195,ACC-058,-443.84,EUR,DEBIT,COMPLETED,2025-04-20T06:08:00,Utility bill
TXN-12196,ACC-055,-92.96,EUR,DEBIT,COMPLETED,2025-04-20T07:03:00,Streaming subscription
TXN-12197,ACC-012,-40.19,EUR,DEBIT,PENDING,2025-04-20T08:59:00,Restaurant
TXN-12198,ACC-027,1474.42,EUR,CREDIT,COMPLETED,2025-04-20T10:22:00,Freelance income
TXN-12199,ACC-094,399.36,EUR,CREDIT,COMPLETED,2025-04-20T10:39:00,Gift
TXN-12200,ACC-070,2942.5,EUR,CREDIT,COMPLETED,2025-04-20T11:13:00,Bonus
TXN-12201,ACC-003,517.47,EUR,CREDIT,COMPLETED,2025-04-20T11:19:00,Dividend
TXN-12202,ACC-025,4311.0,EUR,CREDIT,COMPLETED,2025-04-20T11:30:00,Dividend
TXN-12203,ACC-045,3821.43,EUR,CREDIT,COMPLETED,2025-04-20T13:01:00,Gift
TXN-12204,ACC-064,-379.82,EUR,DEBIT,PENDING,2025-04-20T14:13:00,Restaurant
TXN-12205,ACC-023,-52.45,EUR,DEBIT,COMPLETED,2025-04-20T14:57:00,Gym membership
TXN-12206,ACC-088,-85.54,EUR,DEBIT,COMPLETED,2025-04-20T16:52:00,Restaurant
TXN-12207,ACC-013,-180.44,EUR,DEBIT,COMPLETED,2025-04-20T17:23:00,Pharmacy
TXN-12208,ACC-014,-51.22,EUR,DEBIT,COMPLETED,2025-04-20T19:14:00,Grocery store
TXN-12209,ACC-017,1718.2,EUR,CREDIT,COMPLETED,2025-04-20T21:00:00,Bonus
TXN-12210,ACC-004,-46.92,EUR,DEBIT,COMPLETED,2025-04-20T22:31:00,Gym membership
TXN-12211,ACC-086,-377.48,EUR,DEBIT,FAILED,2025-04-20T23:28:00,Streaming subscription
TXN-12212,ACC-005,4462.41,USD,CREDIT,COMPLETED,2025-04-20T23:46:00,Bonus
TXN-12213,ACC-043,2537.04,EUR,CREDIT,COMPLETED,2025-04-21T01:02:00,Dividend
TXN-12214,ACC-060,-163.79,EUR,DEBIT,COMPLETED,2025-04-21T01:46:00,Gas station
TXN-12215,ACC-056,2675.41,EUR,CREDIT,COMPLETED,2025-04-21T02:49:00,Refund
TXN-12216,ACC-028,-85.62,EUR,DEBIT,COMPLETED,2025-04-21T04:31:00,Rent
TXN-12217,ACC-038,679.35,EUR,CREDIT,COMPLETED,2025-04-21T05:01:00,Invoice payment
TXN-12218,ACC-063,-45.53,EUR,DEBIT,COMPLETED,2025-04-21T06:22:00,Gas station
TXN-12219,ACC-096,-269.66,EUR,DEBIT,PENDING,2025-04-21T06:41:00,Pharmacy
TXN-12220,ACC-011,-192.58,EUR,DEBIT,COMPLETED,2025-04-21T07:09:00,Streaming subscription
TXN-12221,ACC-056,-41.03,EUR,DEBIT,COMPLETED,2025-04-21T07:38:00,Utility bill
TXN-12222,ACC-043,-250.83,EUR,DEBIT,COMPLETED,2025-04-21T07:56:00,Rent
TXN-12223,ACC-087,3668.69,EUR,CREDIT,PENDING,2025-04-21T09:43:00,Gift
TXN-12224,ACC-009,796.59,EUR,CREDIT,COMPLETED,2025-04-21T10:03:00,Freelance income
TXN-12225,ACC-096,-94.07,EUR,DEBIT,COMPLETED,2025-04-21T11:44:00,Gas station
TXN-12226,ACC-019,-21.57,EUR,DEBIT,COMPLETED,2025-04-21T13:22:00,Gym membership
TXN-12227,ACC-015,-411.26,EUR,DEBIT,COMPLETED,2025-04-21T14:25:00,Rent
TXN-12228,ACC-093,4264.93,EUR,CREDIT,PENDING,2025-04-21T16:15:00,Refund
TXN-12229,ACC-019,-101.94,EUR,DEBIT,COMPLETED,2025-04-21T16:55:00,Pharmacy
TXN-12230,ACC-055,-181.93,EUR,DEBIT,COMPLETED,2025-04-21T18:37:00,Gym membership
TXN-12231,ACC-023,652.69,EUR,CREDIT,FAILED,2025-04-21T19:00:00,Refund
TXN-12232,ACC-001,1095.05,EUR,CREDIT,COMPLETED,2025-04-21T20:51:00,Freelance income
TXN-12233,ACC-081,1929.64,EUR,CREDIT,COMPLETED,2025-04-21T22:22:00,Invoice payment
